agent_count,metric,coverage_target,method,family,description,n_features,accuracy,balanced_accuracy,f1,recall_not_helpful,recall_helpful,coverage,resolved_notes,accuracy_ci95_low,accuracy_ci95_high,coverage_ci95_low,coverage_ci95_high,delta_accuracy_vs_vote_only,delta_accuracy_vs_summary_all,delta_accuracy_vs_hybrid_all
24,full,,vote_plus_agent_votes,agent_identity,Vote share plus per-agent binary vote indicators.,25,0.7829457364341085,0.7814155031295138,0.7666666666666667,0.8208955223880597,0.7419354838709677,1.0,258,0.7324612403100775,0.8295542635658916,1.0,1.0,-0.011627906976744207,-0.04263565891472876,-0.023255813953488413
24,full,,agent_votes_only,agent_identity,Per-agent binary vote indicators without summary quality features.,24,0.7790697674418605,0.7773832450649976,0.7615062761506276,0.8208955223880597,0.7338709677419355,1.0,258,0.7248062015503876,0.8294573643410853,1.0,1.0,-0.015503875968992165,-0.046511627906976716,-0.02713178294573637
24,full,,cumulative_through_quality,cumulative,Cumulative feature set through quality.,11,0.8294573643410853,0.827997111218103,0.8166666666666667,0.8656716417910447,0.7903225806451613,1.0,258,0.7867248062015504,0.8682170542635659,1.0,1.0,0.03488372093023262,0.003875968992248069,0.023255813953488413
24,full,,cumulative_through_failure,cumulative,Cumulative feature set through failure.,14,0.8217054263565892,0.8208353394318728,0.8114754098360656,0.8432835820895522,0.7983870967741935,1.0,258,0.7751937984496124,0.8682170542635659,1.0,1.0,0.027131782945736482,-0.003875968992248069,0.015503875968992276
24,full,,cumulative_through_cluster_quality,cumulative,Cumulative feature set through cluster_quality.,23,0.8217054263565892,0.8211362542128069,0.8130081300813008,0.835820895522388,0.8064516129032258,1.0,258,0.7713178294573644,0.8645348837209302,1.0,1.0,0.027131782945736482,-0.003875968992248069,0.015503875968992276
24,full,,cumulative_through_cluster_disagreement,cumulative,Cumulative feature set through cluster_disagreement.,18,0.8178294573643411,0.8177058257101589,0.8112449799196787,0.8208955223880597,0.8145161290322581,1.0,258,0.7673449612403102,0.8643410852713178,1.0,1.0,0.023255813953488413,-0.007751937984496138,0.011627906976744207
24,full,,cumulative_through_confidence,cumulative,Cumulative feature set through confidence.,6,0.7868217054263565,0.7839431872893596,0.7619047619047619,0.8582089552238806,0.7096774193548387,1.0,258,0.7322674418604651,0.8295542635658916,1.0,1.0,-0.007751937984496138,-0.03875968992248069,-0.019379844961240345
24,full,,cumulative_through_vote_uncertainty,cumulative,Cumulative feature set through vote_uncertainty.,4,0.7829457364341085,0.7814155031295138,0.7666666666666667,0.8208955223880597,0.7419354838709677,1.0,258,0.7363372093023256,0.8295542635658916,1.0,1.0,-0.011627906976744207,-0.04263565891472876,-0.023255813953488413
24,full,,summary_all,full_model,All non-agent summary features.,23,0.8255813953488372,0.824867597496389,0.8163265306122449,0.8432835820895522,0.8064516129032258,1.0,258,0.7790697674418605,0.8682170542635659,1.0,1.0,0.03100775193798455,0.0,0.019379844961240345
24,full,,hybrid_all,full_model,All summary features plus per-agent vote indicators.,47,0.8062015503875969,0.8059099662975445,0.7983870967741935,0.8134328358208955,0.7983870967741935,1.0,258,0.7518410852713179,0.8528100775193799,1.0,1.0,0.011627906976744207,-0.019379844961240345,0.0
24,full,,summary_minus_vote_uncertainty,leave_one_group_out,All summary features except vote_uncertainty.,20,0.8294573643410853,0.8298025999037073,0.8253968253968254,0.8208955223880597,0.8387096774193549,1.0,258,0.7829457364341085,0.8760658914728683,1.0,1.0,0.03488372093023262,0.003875968992248069,0.023255813953488413
24,full,,summary_minus_failure,leave_one_group_out,All summary features except failure.,20,0.8255813953488372,0.8251685122773231,0.8178137651821862,0.835820895522388,0.8145161290322581,1.0,258,0.7713178294573644,0.8682170542635659,1.0,1.0,0.03100775193798455,0.0,0.019379844961240345
24,full,,hybrid_minus_agent_votes,leave_one_group_out,Hybrid feature set without per-agent vote indicators.,23,0.8255813953488372,0.824867597496389,0.8163265306122449,0.8432835820895522,0.8064516129032258,1.0,258,0.7828488372093023,0.8643410852713178,1.0,1.0,0.03100775193798455,0.0,0.019379844961240345
24,full,,summary_minus_confidence,leave_one_group_out,All summary features except confidence.,21,0.8217054263565892,0.8208353394318728,0.8114754098360656,0.8432835820895522,0.7983870967741935,1.0,258,0.7635658914728682,0.8682170542635659,1.0,1.0,0.027131782945736482,-0.003875968992248069,0.015503875968992276
24,full,,summary_minus_cluster_disagreement,leave_one_group_out,All summary features except cluster_disagreement.,19,0.8217054263565892,0.821437168993741,0.8145161290322581,0.8283582089552238,0.8145161290322581,1.0,258,0.7790697674418605,0.8644379844961241,1.0,1.0,0.027131782945736482,-0.003875968992248069,0.015503875968992276
24,full,,summary_minus_cluster_quality,leave_one_group_out,All summary features except cluster_quality.,18,0.8178294573643411,0.8177058257101589,0.8112449799196787,0.8208955223880597,0.8145161290322581,1.0,258,0.7750968992248063,0.8567829457364341,1.0,1.0,0.023255813953488413,-0.007751937984496138,0.011627906976744207
24,full,,summary_minus_quality,leave_one_group_out,All summary features except quality.,18,0.813953488372093,0.8130717380837746,0.8032786885245902,0.835820895522388,0.7903225806451613,1.0,258,0.7674418604651163,0.8566860465116279,1.0,1.0,0.019379844961240345,-0.011627906976744207,0.007751937984496138
24,full,,vote_plus_cluster_quality,single_addition,Vote share plus cluster-level quality statistics.,6,0.8333333333333334,0.8329321136254213,0.8259109311740891,0.8432835820895522,0.8225806451612904,1.0,258,0.7943798449612403,0.8798449612403101,1.0,1.0,0.03875968992248069,0.007751937984496138,0.027131782945736482
24,full,,vote_plus_quality,single_addition,Vote share plus structured note-quality judgments.,6,0.813953488372093,0.8130717380837746,0.8032786885245902,0.835820895522388,0.7903225806451613,1.0,258,0.7713178294573644,0.8566860465116279,1.0,1.0,0.019379844961240345,-0.011627906976744207,0.007751937984496138
24,full,,vote_plus_failure,single_addition,Vote share plus explicit failure signals.,4,0.810077519379845,0.8081367356764564,0.7932489451476793,0.8582089552238806,0.7580645161290323,1.0,258,0.7635658914728682,0.8565891472868217,1.0,1.0,0.015503875968992276,-0.015503875968992276,0.003875968992248069
24,full,,vote_only,single_addition,Only aggregate Helpful vote share.,1,0.7945736434108527,0.792308618199326,0.774468085106383,0.8507462686567164,0.7338709677419355,1.0,258,0.751937984496124,0.8489341085271318,1.0,1.0,0.0,-0.03100775193798455,-0.011627906976744207
24,full,,vote_plus_confidence,single_addition,Vote share plus mean confidence and confidence-weighted Helpful share.,3,0.7906976744186046,0.7873736157920077,0.7631578947368421,0.8731343283582089,0.7016129032258065,1.0,258,0.7286821705426356,0.8373062015503877,1.0,1.0,-0.003875968992248069,-0.03488372093023262,-0.015503875968992276
24,full,,vote_plus_uncertainty,single_addition,"Vote share plus vote-count, margin, and entropy features.",4,0.7829457364341085,0.7814155031295138,0.7666666666666667,0.8208955223880597,0.7419354838709677,1.0,258,0.7325581395348837,0.8334302325581396,1.0,1.0,-0.011627906976744207,-0.04263565891472876,-0.023255813953488413
24,full,,vote_plus_cluster_disagreement,single_addition,Vote share plus between-cluster disagreement statistics.,5,0.7829457364341085,0.7814155031295138,0.7666666666666667,0.8208955223880597,0.7419354838709677,1.0,258,0.7248062015503876,0.8256782945736435,1.0,1.0,-0.011627906976744207,-0.04263565891472876,-0.023255813953488413
24,full,,vote_plus_quality_plus_cluster_quality,targeted_combo,Vote share plus structured quality judgments and cluster-level quality statistics.,11,0.8372093023255814,0.8366634569090035,0.8292682926829268,0.8507462686567164,0.8225806451612904,1.0,258,0.7906976744186046,0.875968992248062,1.0,1.0,0.04263565891472876,0.011627906976744207,0.03100775193798455
24,full,,vote_plus_uncertainty_plus_quality_plus_cluster_quality,targeted_combo,"Vote share plus uncertainty, structured quality judgments, and cluster-level quality statistics.",14,0.8217054263565892,0.821738083774675,0.816,0.8208955223880597,0.8225806451612904,1.0,258,0.7750968992248063,0.8682170542635659,1.0,1.0,0.027131782945736482,-0.003875968992248069,0.015503875968992276
24,full,,vote_plus_confidence_plus_quality_plus_cluster_quality,targeted_combo,"Vote share plus confidence, structured quality judgments, and cluster-level quality statistics.",13,0.813953488372093,0.8136735676456428,0.8064516129032258,0.8208955223880597,0.8064516129032258,1.0,258,0.771124031007752,0.8565891472868217,1.0,1.0,0.019379844961240345,-0.011627906976744207,0.007751937984496138
24,resolved,0.65,agent_votes_only,agent_identity,Per-agent binary vote indicators without summary quality features.,24,0.8429319371727748,0.8291564108301633,0.8,0.926605504587156,0.7317073170731707,0.7403100775193798,191,0.7905551080681971,0.8956501831501832,0.6937984496124031,0.7907945736434109,0.00793193717277485,-0.07135377711293944,-0.029161086083039134
24,resolved,0.65,vote_plus_agent_votes,agent_identity,Vote share plus per-agent binary vote indicators.,25,0.8429319371727748,0.8291564108301633,0.8,0.926605504587156,0.7317073170731707,0.7403100775193798,191,0.7839092369061803,0.8889322916666667,0.6936046511627907,0.798546511627907,0.00793193717277485,-0.07135377711293944,-0.029161086083039134
