distribution,semantic_topic,population_count,sample_count,population_prop,sample_prop,abs_prop_diff,year,status_label
year_status_semantic_topic,economy_business_crypto,6477,55,0.0026988095987119714,0.00275,5.119040128802842e-05,2026.0,Need More Ratings
year_status_semantic_topic,entertainment_sports_gaming,6277,51,0.00261547442506022,0.00255,6.547442506021992e-05,2026.0,Need More Ratings
year_status_semantic_topic,health_science_medicine,5183,46,0.0021596310251851395,0.0023,0.00014036897481486043,2026.0,Need More Ratings
year_status_semantic_topic,other_misc,12377,94,0.0051571972214386405,0.0047,0.0004571972214386403,2026.0,Need More Ratings
year_status_semantic_topic,platform_media_internet,121466,1013,0.05061195101391822,0.05065,3.804898608177759e-05,2026.0,Need More Ratings
year_status_semantic_topic,politics_elections_government,26466,222,0.011027743529336272,0.0111,7.225647066372819e-05,2026.0,Need More Ratings
year_status_semantic_topic,social_culture_identity,9581,88,0.0039921714937871545,0.0044,0.0004078285062128458,2026.0,Need More Ratings
year_status_semantic_topic,war_geopolitics_international,19226,149,0.00801101024314287,0.00745,0.0005610102431428694,2026.0,Need More Ratings
year_status_semantic_topic,crime_law_public_safety,548,6,0.00022833837580579905,0.0003,7.166162419420093e-05,2026.0,Not Helpful
year_status_semantic_topic,economy_business_crypto,218,2,9.083533928040911e-05,0.0001,9.164660719590892e-06,2026.0,Not Helpful
year_status_semantic_topic,entertainment_sports_gaming,326,5,0.00013583633305235492,0.00025,0.00011416366694764509,2026.0,Not Helpful
year_status_semantic_topic,health_science_medicine,159,1,6.625146305314242e-05,5e-05,1.6251463053142417e-05,2026.0,Not Helpful
year_status_semantic_topic,other_misc,1585,14,0.0006604312511901305,0.0007,3.9568748809869496e-05,2026.0,Not Helpful
year_status_semantic_topic,platform_media_internet,5447,42,0.0022696334544054513,0.0021,0.0001696334544054514,2026.0,Not Helpful
year_status_semantic_topic,politics_elections_government,1089,12,0.0004537600205337868,0.0006,0.00014623997946621315,2026.0,Not Helpful
year_status_semantic_topic,social_culture_identity,461,5,0.00019208757526728714,0.00025,5.7912424732712865e-05,2026.0,Not Helpful
year_status_semantic_topic,war_geopolitics_international,1090,4,0.00045417669640204555,0.0002,0.00025417669640204557,2026.0,Not Helpful
