method,accuracy,balanced_accuracy,resolved_coverage,h_to_nh,nh_to_h,recall_not_helpful,n_not_helpful,recall_needs_more_ratings,n_needs_more_ratings,recall_helpful,n_helpful,accuracy_pct,balanced_accuracy_pct,resolved_coverage_pct,recall_not_helpful_pct,recall_needs_more_ratings_pct,recall_helpful_pct
twostage_full_cn1.0_ch0.3_tn0.48_th0.4,0.4605263157894737,0.4605263157894737,0.5131578947368421,4,6,0.4342105263157895,76,0.4868421052631579,76,0.4605263157894737,76,46.05263157894737,46.05263157894737,51.31578947368421,43.42105263157895,48.68421052631579,46.05263157894737
rule_m0.0_e0.55_h0.5,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.0_e0.55_h0.56,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.0_e0.55_h0.62,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.125_e0.55_h0.5,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.125_e0.55_h0.56,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.125_e0.55_h0.62,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.25_e0.55_h0.5,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.25_e0.55_h0.56,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.25_e0.55_h0.62,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.375_e0.55_h0.5,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.375_e0.55_h0.56,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
rule_m0.375_e0.55_h0.62,0.45614035087719296,0.456140350877193,0.7982456140350878,28,2,0.9078947368421053,76,0.18421052631578946,76,0.27631578947368424,76,45.614035087719294,45.6140350877193,79.82456140350878,90.78947368421053,18.421052631578945,27.631578947368425
twostage_compact_cn1.0_ch1.0_tn0.4_th0.4,0.45614035087719296,0.456140350877193,0.36403508771929827,2,1,0.3026315789473684,76,0.6578947368421053,76,0.40789473684210525,76,45.614035087719294,45.6140350877193,36.40350877192983,30.263157894736842,65.78947368421053,40.78947368421053
twostage_vote_official_cn0.3_ch1.0_tn0.48_th0.4,0.45614035087719296,0.456140350877193,0.47368421052631576,8,6,0.34210526315789475,76,0.5657894736842105,76,0.4605263157894737,76,45.614035087719294,45.6140350877193,47.368421052631575,34.21052631578947,56.57894736842105,46.05263157894737
twostage_vote_official_cn0.3_ch0.1_tn0.48_th0.5,0.45614035087719296,0.456140350877193,0.4605263157894737,3,6,0.39473684210526316,76,0.5526315789473685,76,0.42105263157894735,76,45.614035087719294,45.6140350877193,46.05263157894737,39.473684210526315,55.26315789473685,42.10526315789473
twostage_full_cn0.03_ch0.1_tn0.48_th0.4,0.45614035087719296,0.456140350877193,0.4342105263157895,1,6,0.3026315789473684,76,0.5789473684210527,76,0.4868421052631579,76,45.614035087719294,45.6140350877193,43.42105263157895,30.263157894736842,57.89473684210527,48.68421052631579
twostage_full_cn0.3_ch0.03_tn0.4_th0.4,0.45614035087719296,0.456140350877193,0.3815789473684211,2,3,0.27631578947368424,76,0.6447368421052632,76,0.4473684210526316,76,45.614035087719294,45.6140350877193,38.15789473684211,27.631578947368425,64.47368421052632,44.73684210526316
twostage_full_cn0.3_ch1.0_tn0.4_th0.5,0.45614035087719296,0.456140350877193,0.37280701754385964,1,4,0.2236842105263158,76,0.6578947368421053,76,0.4868421052631579,76,45.614035087719294,45.6140350877193,37.280701754385966,22.36842105263158,65.78947368421053,48.68421052631579
twostage_full_cn1.0_ch0.1_tn0.48_th0.4,0.45614035087719296,0.456140350877193,0.5219298245614035,5,8,0.3815789473684211,76,0.4868421052631579,76,0.5,76,45.614035087719294,45.6140350877193,52.19298245614035,38.15789473684211,48.68421052631579,50.0
twostage_vote_cn0.1_ch1.0_tn0.48_th0.5,0.45614035087719296,0.4561403508771929,0.24561403508771928,0,4,0.0,76,0.8421052631578947,76,0.5263157894736842,76,45.614035087719294,45.61403508771929,24.561403508771928,0.0,84.21052631578947,52.63157894736842
twostage_compact_cn1.0_ch0.03_tn0.4_th0.4,0.45614035087719296,0.4561403508771929,0.33771929824561403,1,2,0.27631578947368424,76,0.6973684210526315,76,0.39473684210526316,76,45.614035087719294,45.61403508771929,33.771929824561404,27.631578947368425,69.73684210526315,39.473684210526315
twostage_vote_official_cn0.1_ch0.3_tn0.48_th0.6,0.4517543859649123,0.4517543859649123,0.45614035087719296,7,4,0.3815789473684211,76,0.5657894736842105,76,0.40789473684210525,76,45.17543859649123,45.17543859649123,45.614035087719294,38.15789473684211,56.57894736842105,40.78947368421053
twostage_vote_official_cn0.3_ch0.3_tn0.48_th0.5,0.4517543859649123,0.4517543859649123,0.4692982456140351,5,7,0.32894736842105265,76,0.5526315789473685,76,0.47368421052631576,76,45.17543859649123,45.17543859649123,46.92982456140351,32.89473684210527,55.26315789473685,47.368421052631575
twostage_vote_official_cn0.3_ch0.1_tn0.4_th0.5,0.4517543859649123,0.4517543859649123,0.2719298245614035,1,2,0.18421052631578946,76,0.7894736842105263,76,0.3815789473684211,76,45.17543859649123,45.17543859649123,27.192982456140353,18.421052631578945,78.94736842105263,38.15789473684211
twostage_vote_official_cn1.0_ch0.1_tn0.48_th0.4,0.4517543859649123,0.4517543859649123,0.4692982456140351,5,7,0.32894736842105265,76,0.5526315789473685,76,0.47368421052631576,76,45.17543859649123,45.17543859649123,46.92982456140351,32.89473684210527,55.26315789473685,47.368421052631575
twostage_full_cn0.03_ch1.0_tn0.4_th0.5,0.4517543859649123,0.4517543859649123,0.2236842105263158,0,4,0.07894736842105263,76,0.868421052631579,76,0.40789473684210525,76,45.17543859649123,45.17543859649123,22.36842105263158,7.894736842105263,86.8421052631579,40.78947368421053
twostage_full_cn1.0_ch0.03_tn0.4_th0.5,0.4517543859649123,0.4517543859649123,0.3815789473684211,3,3,0.2631578947368421,76,0.6447368421052632,76,0.4473684210526316,76,45.17543859649123,45.17543859649123,38.15789473684211,26.31578947368421,64.47368421052632,44.73684210526316
twostage_vote_cn0.3_ch0.1_tn0.48_th0.6,0.4517543859649123,0.45175438596491224,0.25,0,4,0.0,76,0.8289473684210527,76,0.5263157894736842,76,45.17543859649123,45.175438596491226,25.0,0.0,82.89473684210526,52.63157894736842
twostage_vote_cn0.3_ch1.0_tn0.48_th0.6,0.4517543859649123,0.45175438596491224,0.2412280701754386,0,4,0.0,76,0.8421052631578947,76,0.5131578947368421,76,45.17543859649123,45.175438596491226,24.12280701754386,0.0,84.21052631578947,51.31578947368421
twostage_vote_cn1.0_ch0.3_tn0.48_th0.6,0.4517543859649123,0.45175438596491224,0.24561403508771928,0,3,0.0,76,0.8289473684210527,76,0.5263157894736842,76,45.17543859649123,45.175438596491226,24.561403508771928,0.0,82.89473684210526,52.63157894736842
twostage_compact_cn0.03_ch0.3_tn0.48_th0.6,0.4517543859649123,0.45175438596491224,0.39035087719298245,2,4,0.3157894736842105,76,0.631578947368421,76,0.40789473684210525,76,45.17543859649123,45.175438596491226,39.03508771929825,31.57894736842105,63.1578947368421,40.78947368421053
twostage_compact_cn0.1_ch1.0_tn0.48_th0.5,0.4517543859649123,0.45175438596491224,0.5043859649122807,4,4,0.40789473684210525,76,0.47368421052631576,76,0.47368421052631576,76,45.17543859649123,45.175438596491226,50.43859649122807,40.78947368421053,47.368421052631575,47.368421052631575
twostage_compact_cn1.0_ch0.1_tn0.48_th0.6,0.4517543859649123,0.45175438596491224,0.5131578947368421,5,1,0.4473684210526316,76,0.4473684210526316,76,0.4605263157894737,76,45.17543859649123,45.175438596491226,51.31578947368421,44.73684210526316,44.73684210526316,46.05263157894737
twostage_compact_cn1.0_ch1.0_tn0.48_th0.4,0.4517543859649123,0.45175438596491224,0.5219298245614035,4,4,0.47368421052631576,76,0.4473684210526316,76,0.4342105263157895,76,45.17543859649123,45.175438596491226,52.19298245614035,47.368421052631575,44.73684210526316,43.42105263157895
twostage_vote_official_cn1.0_ch0.1_tn0.48_th0.5,0.4517543859649123,0.45175438596491224,0.42543859649122806,4,4,0.32894736842105265,76,0.5921052631578947,76,0.4342105263157895,76,45.17543859649123,45.175438596491226,42.54385964912281,32.89473684210527,59.210526315789465,43.42105263157895
twostage_full_cn0.03_ch0.03_tn0.48_th0.5,0.4517543859649123,0.45175438596491224,0.44298245614035087,4,4,0.3157894736842105,76,0.5657894736842105,76,0.47368421052631576,76,45.17543859649123,45.175438596491226,44.29824561403509,31.57894736842105,56.57894736842105,47.368421052631575
twostage_full_cn0.1_ch0.1_tn0.4_th0.4,0.4517543859649123,0.45175438596491224,0.2894736842105263,0,5,0.15789473684210525,76,0.7763157894736842,76,0.42105263157894735,76,45.17543859649123,45.175438596491226,28.947368421052634,15.789473684210526,77.63157894736842,42.10526315789473
twostage_full_cn0.1_ch0.1_tn0.48_th0.5,0.4517543859649123,0.45175438596491224,0.5219298245614035,3,5,0.39473684210526316,76,0.4473684210526316,76,0.5131578947368421,76,45.17543859649123,45.175438596491226,52.19298245614035,39.473684210526315,44.73684210526316,51.31578947368421
twostage_full_cn0.3_ch0.3_tn0.4_th0.4,0.4517543859649123,0.45175438596491224,0.34210526315789475,1,6,0.25,76,0.7105263157894737,76,0.39473684210526316,76,45.17543859649123,45.175438596491226,34.21052631578947,25.0,71.05263157894737,39.473684210526315
twostage_full_cn0.3_ch0.1_tn0.48_th0.5,0.4517543859649123,0.45175438596491224,0.5,4,5,0.34210526315789475,76,0.4868421052631579,76,0.5263157894736842,76,45.17543859649123,45.175438596491226,50.0,34.21052631578947,48.68421052631579,52.63157894736842
twostage_full_cn1.0_ch0.3_tn0.4_th0.6,0.4517543859649123,0.45175438596491224,0.35964912280701755,1,4,0.23684210526315788,76,0.6710526315789473,76,0.4473684210526316,76,45.17543859649123,45.175438596491226,35.96491228070175,23.684210526315788,67.10526315789474,44.73684210526316
twostage_full_cn1.0_ch0.3_tn0.4_th0.4,0.4517543859649123,0.45175438596491224,0.39473684210526316,1,2,0.23684210526315788,76,0.6052631578947368,76,0.5131578947368421,76,45.17543859649123,45.175438596491226,39.473684210526315,23.684210526315788,60.526315789473685,51.31578947368421
twostage_vote_cn0.1_ch0.03_tn0.48_th0.4,0.4473684210526316,0.4473684210526316,0.2412280701754386,0,5,0.0,76,0.8421052631578947,76,0.5,76,44.73684210526316,44.73684210526316,24.12280701754386,0.0,84.21052631578947,50.0
twostage_vote_cn0.3_ch0.03_tn0.48_th0.5,0.4473684210526316,0.4473684210526316,0.2412280701754386,0,3,0.0,76,0.8289473684210527,76,0.5131578947368421,76,44.73684210526316,44.73684210526316,24.12280701754386,0.0,82.89473684210526,51.31578947368421
twostage_vote_cn0.3_ch0.1_tn0.48_th0.5,0.4473684210526316,0.4473684210526316,0.23684210526315788,0,4,0.0,76,0.8421052631578947,76,0.5,76,44.73684210526316,44.73684210526316,23.684210526315788,0.0,84.21052631578947,50.0
twostage_vote_cn0.3_ch0.3_tn0.48_th0.6,0.4473684210526316,0.4473684210526316,0.2324561403508772,0,3,0.0,76,0.8421052631578947,76,0.5,76,44.73684210526316,44.73684210526316,23.24561403508772,0.0,84.21052631578947,50.0
twostage_vote_cn1.0_ch0.03_tn0.48_th0.5,0.4473684210526316,0.4473684210526316,0.2631578947368421,0,4,0.0,76,0.8026315789473685,76,0.5394736842105263,76,44.73684210526316,44.73684210526316,26.31578947368421,0.0,80.26315789473685,53.94736842105263
twostage_vote_cn1.0_ch0.1_tn0.48_th0.6,0.4473684210526316,0.4473684210526316,0.27631578947368424,0,5,0.0,76,0.7894736842105263,76,0.5526315789473685,76,44.73684210526316,44.73684210526316,27.631578947368425,0.0,78.94736842105263,55.26315789473685
twostage_compact_cn0.1_ch0.3_tn0.48_th0.4,0.4473684210526316,0.4473684210526316,0.4780701754385965,3,8,0.35526315789473684,76,0.5263157894736842,76,0.4605263157894737,76,44.73684210526316,44.73684210526316,47.80701754385965,35.526315789473685,52.63157894736842,46.05263157894737
twostage_compact_cn0.1_ch1.0_tn0.48_th0.4,0.4473684210526316,0.4473684210526316,0.4868421052631579,4,5,0.39473684210526316,76,0.5,76,0.4473684210526316,76,44.73684210526316,44.73684210526316,48.68421052631579,39.473684210526315,50.0,44.73684210526316
twostage_vote_official_cn0.03_ch0.03_tn0.48_th0.5,0.4473684210526316,0.4473684210526316,0.3684210526315789,2,4,0.25,76,0.6578947368421053,76,0.4342105263157895,76,44.73684210526316,44.73684210526316,36.84210526315789,25.0,65.78947368421053,43.42105263157895
twostage_vote_official_cn0.03_ch0.3_tn0.48_th0.6,0.4473684210526316,0.4473684210526316,0.40350877192982454,7,3,0.2631578947368421,76,0.631578947368421,76,0.4473684210526316,76,44.73684210526316,44.73684210526316,40.35087719298245,26.31578947368421,63.1578947368421,44.73684210526316
twostage_vote_official_cn0.3_ch0.1_tn0.48_th0.6,0.4473684210526316,0.4473684210526316,0.4649122807017544,4,4,0.3026315789473684,76,0.5263157894736842,76,0.5131578947368421,76,44.73684210526316,44.73684210526316,46.49122807017544,30.263157894736842,52.63157894736842,51.31578947368421
twostage_vote_official_cn1.0_ch0.3_tn0.4_th0.4,0.4473684210526316,0.4473684210526316,0.2982456140350877,1,3,0.18421052631578946,76,0.75,76,0.40789473684210525,76,44.73684210526316,44.73684210526316,29.82456140350877,18.421052631578945,75.0,40.78947368421053
twostage_full_cn0.1_ch0.03_tn0.4_th0.4,0.4473684210526316,0.4473684210526316,0.2850877192982456,1,4,0.15789473684210525,76,0.7763157894736842,76,0.40789473684210525,76,44.73684210526316,44.73684210526316,28.50877192982456,15.789473684210526,77.63157894736842,40.78947368421053
twostage_full_cn0.1_ch1.0_tn0.48_th0.4,0.4473684210526316,0.4473684210526316,0.5043859649122807,5,8,0.40789473684210525,76,0.5,76,0.4342105263157895,76,44.73684210526316,44.73684210526316,50.43859649122807,40.78947368421053,50.0,43.42105263157895
twostage_full_cn0.3_ch0.3_tn0.48_th0.4,0.4473684210526316,0.4473684210526316,0.4692982456140351,3,8,0.3157894736842105,76,0.5394736842105263,76,0.4868421052631579,76,44.73684210526316,44.73684210526316,46.92982456140351,31.57894736842105,53.94736842105263,48.68421052631579
twostage_vote_cn0.1_ch0.03_tn0.48_th0.5,0.44298245614035087,0.44298245614035087,0.21929824561403508,0,3,0.0,76,0.8552631578947368,76,0.47368421052631576,76,44.29824561403509,44.29824561403509,21.929824561403507,0.0,85.52631578947368,47.368421052631575
twostage_vote_cn0.3_ch0.1_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.24561403508771928,0,5,0.0,76,0.8289473684210527,76,0.5,76,44.29824561403509,44.29824561403509,24.561403508771928,0.0,82.89473684210526,50.0
twostage_vote_cn0.1_ch0.3_tn0.48_th0.6,0.44298245614035087,0.44298245614035087,0.2543859649122807,0,5,0.0,76,0.8157894736842105,76,0.5131578947368421,76,44.29824561403509,44.29824561403509,25.438596491228072,0.0,81.57894736842105,51.31578947368421
twostage_vote_cn0.3_ch1.0_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.2631578947368421,0,5,0.0,76,0.8026315789473685,76,0.5263157894736842,76,44.29824561403509,44.29824561403509,26.31578947368421,0.0,80.26315789473685,52.63157894736842
twostage_vote_cn1.0_ch0.03_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.25877192982456143,0,4,0.0,76,0.8026315789473685,76,0.5263157894736842,76,44.29824561403509,44.29824561403509,25.877192982456144,0.0,80.26315789473685,52.63157894736842
twostage_vote_cn1.0_ch0.1_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.2412280701754386,0,4,0.0,76,0.8289473684210527,76,0.5,76,44.29824561403509,44.29824561403509,24.12280701754386,0.0,82.89473684210526,50.0
twostage_compact_cn0.03_ch1.0_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.4298245614035088,3,6,0.3026315789473684,76,0.5789473684210527,76,0.4473684210526316,76,44.29824561403509,44.29824561403509,42.98245614035088,30.263157894736842,57.89473684210527,44.73684210526316
twostage_compact_cn0.03_ch1.0_tn0.48_th0.5,0.44298245614035087,0.44298245614035087,0.39473684210526316,2,5,0.25,76,0.618421052631579,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,39.473684210526315,25.0,61.8421052631579,46.05263157894737
twostage_compact_cn0.3_ch0.1_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.5087719298245614,5,6,0.39473684210526316,76,0.47368421052631576,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,50.877192982456144,39.473684210526315,47.368421052631575,46.05263157894737
twostage_compact_cn1.0_ch0.1_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.5219298245614035,5,5,0.42105263157894735,76,0.4473684210526316,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,52.19298245614035,42.10526315789473,44.73684210526316,46.05263157894737
twostage_compact_cn0.3_ch1.0_tn0.48_th0.6,0.44298245614035087,0.44298245614035087,0.4956140350877193,3,5,0.42105263157894735,76,0.47368421052631576,76,0.4342105263157895,76,44.29824561403509,44.29824561403509,49.56140350877193,42.10526315789473,47.368421052631575,43.42105263157895
twostage_compact_cn1.0_ch1.0_tn0.4_th0.6,0.44298245614035087,0.44298245614035087,0.35964912280701755,4,3,0.27631578947368424,76,0.6710526315789473,76,0.3815789473684211,76,44.29824561403509,44.29824561403509,35.96491228070175,27.631578947368425,67.10526315789474,38.15789473684211
twostage_vote_official_cn0.03_ch1.0_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.35526315789473684,1,5,0.19736842105263158,76,0.6710526315789473,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,35.526315789473685,19.736842105263158,67.10526315789474,46.05263157894737
twostage_vote_official_cn0.1_ch0.03_tn0.48_th0.5,0.44298245614035087,0.44298245614035087,0.4298245614035088,3,4,0.3815789473684211,76,0.5657894736842105,76,0.3815789473684211,76,44.29824561403509,44.29824561403509,42.98245614035088,38.15789473684211,56.57894736842105,38.15789473684211
twostage_vote_official_cn0.1_ch0.03_tn0.48_th0.6,0.44298245614035087,0.44298245614035087,0.40350877192982454,3,4,0.3157894736842105,76,0.6052631578947368,76,0.40789473684210525,76,44.29824561403509,44.29824561403509,40.35087719298245,31.57894736842105,60.526315789473685,40.78947368421053
twostage_vote_official_cn0.3_ch0.03_tn0.48_th0.4,0.44298245614035087,0.44298245614035087,0.5175438596491229,8,5,0.40789473684210525,76,0.47368421052631576,76,0.4473684210526316,76,44.29824561403509,44.29824561403509,51.75438596491229,40.78947368421053,47.368421052631575,44.73684210526316
twostage_vote_official_cn0.3_ch0.3_tn0.4_th0.4,0.44298245614035087,0.44298245614035087,0.31140350877192985,2,6,0.17105263157894737,76,0.75,76,0.40789473684210525,76,44.29824561403509,44.29824561403509,31.140350877192986,17.105263157894736,75.0,40.78947368421053
twostage_vote_official_cn0.3_ch1.0_tn0.48_th0.6,0.44298245614035087,0.44298245614035087,0.4692982456140351,6,6,0.3157894736842105,76,0.5394736842105263,76,0.47368421052631576,76,44.29824561403509,44.29824561403509,46.92982456140351,31.57894736842105,53.94736842105263,47.368421052631575
twostage_full_cn0.03_ch1.0_tn0.48_th0.6,0.44298245614035087,0.44298245614035087,0.4649122807017544,2,3,0.34210526315789475,76,0.5,76,0.4868421052631579,76,44.29824561403509,44.29824561403509,46.49122807017544,34.21052631578947,50.0,48.68421052631579
twostage_full_cn0.1_ch0.03_tn0.4_th0.6,0.44298245614035087,0.44298245614035087,0.2982456140350877,0,5,0.11842105263157894,76,0.75,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,29.82456140350877,11.842105263157894,75.0,46.05263157894737
twostage_full_cn0.1_ch0.03_tn0.4_th0.5,0.44298245614035087,0.44298245614035087,0.30701754385964913,2,5,0.21052631578947367,76,0.75,76,0.3684210526315789,76,44.29824561403509,44.29824561403509,30.701754385964914,21.052631578947366,75.0,36.84210526315789
twostage_full_cn0.1_ch0.1_tn0.4_th0.6,0.44298245614035087,0.44298245614035087,0.2894736842105263,0,3,0.14473684210526316,76,0.75,76,0.4342105263157895,76,44.29824561403509,44.29824561403509,28.947368421052634,14.473684210526317,75.0,43.42105263157895
twostage_full_cn0.1_ch0.3_tn0.4_th0.4,0.44298245614035087,0.44298245614035087,0.32894736842105265,2,2,0.18421052631578946,76,0.6973684210526315,76,0.4473684210526316,76,44.29824561403509,44.29824561403509,32.89473684210527,18.421052631578945,69.73684210526315,44.73684210526316
twostage_full_cn1.0_ch0.03_tn0.4_th0.6,0.44298245614035087,0.44298245614035087,0.39473684210526316,1,4,0.2631578947368421,76,0.6052631578947368,76,0.4605263157894737,76,44.29824561403509,44.29824561403509,39.473684210526315,26.31578947368421,60.526315789473685,46.05263157894737
twostage_vote_cn0.03_ch0.03_tn0.48_th0.6,0.43859649122807015,0.4385964912280702,0.24561403508771928,0,4,0.0,76,0.8157894736842105,76,0.5,76,43.859649122807014,43.85964912280702,24.561403508771928,0.0,81.57894736842105,50.0
twostage_vote_cn0.03_ch0.3_tn0.48_th0.5,0.43859649122807015,0.4385964912280702,0.2324561403508772,0,3,0.0,76,0.8289473684210527,76,0.4868421052631579,76,43.859649122807014,43.85964912280702,23.24561403508772,0.0,82.89473684210526,48.68421052631579
twostage_vote_cn0.1_ch0.1_tn0.48_th0.6,0.43859649122807015,0.4385964912280702,0.23684210526315788,0,4,0.0,76,0.8289473684210527,76,0.4868421052631579,76,43.859649122807014,43.85964912280702,23.684210526315788,0.0,82.89473684210526,48.68421052631579
twostage_compact_cn0.3_ch0.03_tn0.4_th0.6,0.43859649122807015,0.4385964912280702,0.33771929824561403,1,4,0.3157894736842105,76,0.6842105263157895,76,0.3157894736842105,76,43.859649122807014,43.85964912280702,33.771929824561404,31.57894736842105,68.42105263157895,31.57894736842105
twostage_compact_cn1.0_ch0.1_tn0.4_th0.5,0.43859649122807015,0.4385964912280702,0.35964912280701755,2,2,0.2894736842105263,76,0.6447368421052632,76,0.3815789473684211,76,43.859649122807014,43.85964912280702,35.96491228070175,28.947368421052634,64.47368421052632,38.15789473684211
twostage_compact_cn1.0_ch0.3_tn0.4_th0.5,0.43859649122807015,0.4385964912280702,0.3508771929824561,1,3,0.3026315789473684,76,0.6578947368421053,76,0.35526315789473684,76,43.859649122807014,43.85964912280702,35.08771929824561,30.263157894736842,65.78947368421053,35.526315789473685
twostage_vote_official_cn0.03_ch0.1_tn0.48_th0.4,0.43859649122807015,0.4385964912280702,0.35526315789473684,2,5,0.21052631578947367,76,0.6710526315789473,76,0.4342105263157895,76,43.859649122807014,43.85964912280702,35.526315789473685,21.052631578947366,67.10526315789474,43.42105263157895
twostage_vote_official_cn0.1_ch1.0_tn0.4_th0.4,0.43859649122807015,0.4385964912280702,0.25877192982456143,1,4,0.13157894736842105,76,0.8026315789473685,76,0.3815789473684211,76,43.859649122807014,43.85964912280702,25.877192982456144,13.157894736842104,80.26315789473685,38.15789473684211
twostage_vote_official_cn0.1_ch1.0_tn0.48_th0.4,0.43859649122807015,0.4385964912280702,0.47368421052631576,5,5,0.3684210526315789,76,0.5131578947368421,76,0.4342105263157895,76,43.859649122807014,43.85964912280702,47.368421052631575,36.84210526315789,51.31578947368421,43.42105263157895
twostage_vote_official_cn0.1_ch1.0_tn0.4_th0.5,0.43859649122807015,0.4385964912280702,0.23684210526315788,0,2,0.14473684210526316,76,0.8157894736842105,76,0.35526315789473684,76,43.859649122807014,43.85964912280702,23.684210526315788,14.473684210526317,81.57894736842105,35.526315789473685
twostage_full_cn0.03_ch0.03_tn0.4_th0.4,0.43859649122807015,0.4385964912280702,0.2236842105263158,0,3,0.07894736842105263,76,0.8421052631578947,76,0.39473684210526316,76,43.859649122807014,43.85964912280702,22.36842105263158,7.894736842105263,84.21052631578947,39.473684210526315
twostage_full_cn0.03_ch0.3_tn0.4_th0.5,0.43859649122807015,0.4385964912280702,0.19736842105263158,0,3,0.07894736842105263,76,0.881578947368421,76,0.35526315789473684,76,43.859649122807014,43.85964912280702,19.736842105263158,7.894736842105263,88.1578947368421,35.526315789473685
twostage_full_cn0.1_ch1.0_tn0.4_th0.4,0.43859649122807015,0.4385964912280702,0.31140350877192985,0,3,0.14473684210526316,76,0.7105263157894737,76,0.4605263157894737,76,43.859649122807014,43.85964912280702,31.140350877192986,14.473684210526317,71.05263157894737,46.05263157894737
twostage_full_cn0.3_ch0.03_tn0.33_th0.6,0.43859649122807015,0.4385964912280702,0.2631578947368421,0,4,0.13157894736842105,76,0.7894736842105263,76,0.39473684210526316,76,43.859649122807014,43.85964912280702,26.31578947368421,13.157894736842104,78.94736842105263,39.473684210526315
twostage_full_cn1.0_ch0.1_tn0.4_th0.4,0.43859649122807015,0.4385964912280702,0.38596491228070173,2,4,0.23684210526315788,76,0.618421052631579,76,0.4605263157894737,76,43.859649122807014,43.85964912280702,38.59649122807017,23.684210526315788,61.8421052631579,46.05263157894737
twostage_vote_cn0.03_ch0.03_tn0.48_th0.4,0.43859649122807015,0.43859649122807015,0.22807017543859648,0,4,0.0,76,0.8421052631578947,76,0.47368421052631576,76,43.859649122807014,43.859649122807014,22.807017543859647,0.0,84.21052631578947,47.368421052631575
twostage_compact_cn0.03_ch0.3_tn0.48_th0.4,0.43859649122807015,0.43859649122807015,0.3815789473684211,2,5,0.2631578947368421,76,0.631578947368421,76,0.42105263157894735,76,43.859649122807014,43.859649122807014,38.15789473684211,26.31578947368421,63.1578947368421,42.10526315789473
twostage_vote_official_cn0.1_ch0.3_tn0.48_th0.5,0.43859649122807015,0.43859649122807015,0.4166666666666667,2,7,0.2631578947368421,76,0.5921052631578947,76,0.4605263157894737,76,43.859649122807014,43.859649122807014,41.66666666666667,26.31578947368421,59.210526315789465,46.05263157894737
twostage_full_cn1.0_ch1.0_tn0.4_th0.5,0.43859649122807015,0.43859649122807015,0.38596491228070173,0,2,0.23684210526315788,76,0.5921052631578947,76,0.4868421052631579,76,43.859649122807014,43.859649122807014,38.59649122807017,23.684210526315788,59.210526315789465,48.68421052631579
