method,accuracy,balanced_accuracy,resolved_coverage,h_to_nh,nh_to_h,recall_not_helpful,n_not_helpful,recall_needs_more_ratings,n_needs_more_ratings,recall_helpful,n_helpful,accuracy_pct,balanced_accuracy_pct,resolved_coverage_pct,recall_not_helpful_pct,recall_needs_more_ratings_pct,recall_helpful_pct
direct_lr_vote_official_C0.1_none,0.5394736842105263,0.5394736842105263,0.7587719298245614,11,11,0.6578947368421053,76,0.3157894736842105,76,0.6447368421052632,76,53.94736842105263,53.94736842105263,75.87719298245614,65.78947368421053,31.57894736842105,64.47368421052632
direct_rf_compact_d2_l6,0.5394736842105263,0.5394736842105263,0.7894736842105263,14,7,0.7631578947368421,76,0.2631578947368421,76,0.5921052631578947,76,53.94736842105263,53.94736842105263,78.94736842105263,76.31578947368422,26.31578947368421,59.210526315789465
direct_svc_vote_C1.0,0.5394736842105263,0.5394736842105262,0.8947368421052632,21,6,0.8421052631578947,76,0.14473684210526316,76,0.631578947368421,76,53.94736842105263,53.94736842105262,89.47368421052632,84.21052631578947,14.473684210526317,63.1578947368421
direct_lr_full_C0.03_balanced,0.5394736842105263,0.5394736842105262,0.7149122807017544,9,5,0.6973684210526315,76,0.32894736842105265,76,0.5921052631578947,76,53.94736842105263,53.94736842105262,71.49122807017544,69.73684210526315,32.89473684210527,59.210526315789465
direct_lr_full_C0.1_balanced,0.5394736842105263,0.5394736842105262,0.6798245614035088,8,6,0.631578947368421,76,0.3815789473684211,76,0.6052631578947368,76,53.94736842105263,53.94736842105262,67.98245614035088,63.1578947368421,38.15789473684211,60.526315789473685
direct_lr_vote_C0.03_none,0.5350877192982456,0.5350877192982456,0.8991228070175439,21,6,0.8421052631578947,76,0.13157894736842105,76,0.631578947368421,76,53.50877192982456,53.50877192982456,89.91228070175438,84.21052631578947,13.157894736842104,63.1578947368421
direct_lr_compact_C0.03_balanced,0.5350877192982456,0.5350877192982456,0.7368421052631579,11,5,0.6710526315789473,76,0.3026315789473684,76,0.631578947368421,76,53.50877192982456,53.50877192982456,73.68421052631578,67.10526315789474,30.263157894736842,63.1578947368421
direct_lr_compact_C0.1_none,0.5350877192982456,0.5350877192982456,0.7149122807017544,9,6,0.6447368421052632,76,0.32894736842105265,76,0.631578947368421,76,53.50877192982456,53.50877192982456,71.49122807017544,64.47368421052632,32.89473684210527,63.1578947368421
direct_rf_compact_d2_l3,0.5350877192982456,0.5350877192982456,0.8245614035087719,17,7,0.7894736842105263,76,0.2236842105263158,76,0.5921052631578947,76,53.50877192982456,53.50877192982456,82.45614035087719,78.94736842105263,22.36842105263158,59.210526315789465
direct_extra_compact_dNone_l3,0.5350877192982456,0.5350877192982456,0.7763157894736842,14,5,0.7631578947368421,76,0.2631578947368421,76,0.5789473684210527,76,53.50877192982456,53.50877192982456,77.63157894736842,76.31578947368422,26.31578947368421,57.89473684210527
